Reincarnated.Store,Type,Name,SKU,Categories,Regular price,In stock?,Description,Image_alt,Image_back,Image_front,Image_side,Audio_URL,Video_URL,Kunaki_URL,Album_Back,Album_Side,Album_Disc
Reincarnated.Store,Apparel,Phoenix Rising Poster,R2R-011,Reincarnated2Resist > Posters,10.0,1.0,Poster of a phoenix rising with the text Reborn to Resist. Color scheme: Orange and Black.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-011/Phoenix_Rising_Poster_alt.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-011/Phoenix_Rising_Poster_back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-011/Phoenix_Rising_Poster_front.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-011/Phoenix_Rising_Poster_side.png,,,,,,
Reincarnated.Store,Apparel,Fist of Resistance Poster,R2R-012,Reincarnated2Resist > Posters,12.0,1.0,Graphic poster featuring a large raised fist and rays of light. Color scheme: Red and Black.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-012/Fist_of_Resistance_Poster_alt.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-012/Fist_of_Resistance_Poster_back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-012/Fist_of_Resistance_Poster_front.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-012/Fist_of_Resistance_Poster_side.png,,,,,,
Reincarnated.Store,Apparel,Rebellion Quote Poster,R2R-013,Reincarnated2Resist > Posters,10.0,1.0,Poster with an inspirational resistance quote in bold typography. Color scheme: Black and White.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-013/Rebellion_Quote_Poster_alt.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-013/Rebellion_Quote_Poster_back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-013/Rebellion_Quote_Poster_front.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-013/Rebellion_Quote_Poster_side.png,,,,,,
Reincarnated.Store,Apparel,Reincarnated2Resist Logo Sticker,R2R-014,Reincarnated2Resist > Stickers,3.0,1.0,Sticker of the R2R logo with phoenix and bold text. Color scheme: Black and Red.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-014/Reincarnated2Resist_Logo_Sticker_alt.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-014/Reincarnated2Resist_Logo_Sticker_back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-014/Reincarnated2Resist_Logo_Sticker_front.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-014/Reincarnated2Resist_Logo_Sticker_side.png,,,,,,
Reincarnated.Store,Apparel,Phoenix Emblem Sticker,R2R-015,Reincarnated2Resist > Stickers,4.0,1.0,Die-cut sticker of the fiery phoenix emblem alone. Color scheme: Orange and Yellow.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-015/Phoenix_Emblem_Sticker_alt.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-015/Phoenix_Emblem_Sticker_back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-015/Phoenix_Emblem_Sticker_front.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/R2R-015/Phoenix_Emblem_Sticker_side.png,,,,,,
Reincarnated.Store,Single,Will You Listen,HAWK-SG-01,digital > Single,0.69,1.0,Digital download of “Will You Listen” by Hawk Eye The Rapper.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-01/will_you_listen.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-01/will_you_listen.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-01/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-01/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-01/video.mp4,,,,
Reincarnated.Store,Single,Psyops,HAWK-SG-02,digital > Single,0.69,1.0,"Digital download of “Psyops"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-02/psyops.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-02/psyops.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-02/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-02/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-02/video.mp4,,,,
Reincarnated.Store,Single,Incantations,HAWK-SG-03,digital > Single,0.69,1.0,"Digital download of “Incantations"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-03/incantations.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-03/incantations.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-03/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-03/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-03/video.mp4,,,,
Reincarnated.Store,Single,Mind Control,HAWK-SG-04,digital > Single,0.69,1.0,Digital download of “Mind Control” by Hawk Eye The Rapper.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-04/mind_control.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-04/mind_control.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-04/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-04/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-04/video.mp4,,,,
Reincarnated.Store,Single,Return Of Kings,HAWK-SG-05,digital > Single,0.69,1.0,Digital download of “Return Of Kings” by Hawk Eye The Rapper.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-05/return_of_kings.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-05/return_of_kings.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-05/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-05/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-05/video.mp4,,,,
Reincarnated.Store,Single,Politicians,HAWK-SG-06,digital > Single,0.69,1.0,"Digital download of “Politicians"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-SG-06/politicians.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-SG-06/politicians.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-06/album_art.png,https://kunaki.com/msales.asp?PublisherId=167622&pp=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-06/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-SG-06/video.mp4,,,,
Reincarnated.Store,Full Disclosure,Swordfish,HAWK-FD-01,digital > Full Disclosure,0.69,1.0,"Digital download of ""Swordfish"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-01/swordfish.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-01/swordfish.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-01,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-01/disc.png
Reincarnated.Store,Full Disclosure,Mic Check,HAWK-FD-02,digital > Full Disclosure,0.69,1.0,"Digital download of ""Mic Check"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-02/mic_check.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-02/mic_check.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-02,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-02/disc.png
Reincarnated.Store,Full Disclosure,Shakur,HAWK-FD-03,digital > Full Disclosure,0.69,1.0,"Digital download of ""Shakur"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-03/shakur.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-03/shakur.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-03,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-03/disc.png
Reincarnated.Store,Full Disclosure,Last One Left,HAWK-FD-04,digital > Full Disclosure,0.69,1.0,"Digital download of ""Last One Left"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-04/last_one_left.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-04/last_one_left.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-04,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-04/disc.png
Reincarnated.Store,Full Disclosure,Full Disclosure,HAWK-FD-05,digital > Full Disclosure,0.69,1.0,"Digital download of ""Full Disclosure"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-05/full_disclosure.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-05/full_disclosure.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-05,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-05/disc.png
Reincarnated.Store,Full Disclosure,Lifted,HAWK-FD-06,digital > Full Disclosure,0.69,1.0,"Digital download of ""Lifted"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-06/lifted.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-06/lifted.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-06,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-06/disc.png
Reincarnated.Store,Full Disclosure,Fuck Society,HAWK-FD-07,digital > Full Disclosure,0.69,1.0,"Digital download of ""Fuck Society"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-07/fuck_society.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-07/fuck_society.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-07,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-07/disc.png
Reincarnated.Store,Full Disclosure,Ashes,HAWK-FD-08,digital > Full Disclosure,0.69,1.0,"Digital download of ""Ashes"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-08/ashes.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-08/ashes.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-08,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-08/disc.png
Reincarnated.Store,Full Disclosure,Haunted,HAWK-FD-09,digital > Full Disclosure,0.69,1.0,"Digital download of “Haunted"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-09/haunted.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-09/haunted.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-09,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-09/disc.png
Reincarnated.Store,Full Disclosure,Monumental,HAWK-FD-10,digital > Full Disclosure,0.69,1.0,"Digital download of ""Monumental"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-10/monumental.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-10/monumental.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-10,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-10/disc.png
Reincarnated.Store,Full Disclosure,Trafficked,HAWK-FD-11,digital > Full Disclosure,0.69,1.0,"Digital download of ""Trafficked"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-11/trafficked.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-11/trafficked.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-11,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-11/disc.png
Reincarnated.Store,Full Disclosure,Hocus Pocus,HAWK-FD-12,digital > Full Disclosure,0.69,1.0,"Digital download of ""Hocus Pocus"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-12/hocus_pocus.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-12/hocus_pocus.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-12,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-12/disc.png
Reincarnated.Store,Full Disclosure,Syntax,HAWK-FD-13,digital > Full Disclosure,0.69,1.0,"Digital download of ""Syntax"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-13/syntax.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-13/syntax.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-13,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-13/disc.png
Reincarnated.Store,Full Disclosure,Stay Real,HAWK-FD-14,digital > Full Disclosure,0.69,1.0,"Digital download of ""Stay Real"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-14/stay_real.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-14/stay_real.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-14,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-14/disc.png
Reincarnated.Store,Full Disclosure,The Story Of Our Former Glory,HAWK-FD-15,digital > Full Disclosure,0.69,1.0,Digital download of “The Story Of Our Former Glory” by Hawk Eye The Rapper.,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-FD-15/the_story_of_our_former_glory.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-FD-15/the_story_of_our_former_glory.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/album_art.png,https://kunaki.com/Sales.asp?PID=PX00ZODS5W&PP=1,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/audio.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/video.mp4,https://Kunaki.com/MSales.asp?PublisherId=HAWK-FD-15,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/back.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/side.png,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-FD-15/disc.png
Reincarnated.Store,Behold A Pale Horse,Warning Shots,HAWK-BAP-01,digital > Behold A Pale Horse,0.69,1.0,"Digital download of ""Warning Shots"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-BAP-01/warning_shots.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-BAP-01/warning_shots.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-BAP-01/album_art.png,https://kunaki.com/sales.asp?PID=PX00ZNJH4G&pp=1,,,,,,
Reincarnated.Store,Behold A Pale Horse,Behold A Pale Horse,HAWK-BAP-02,digital > Behold A Pale Horse,0.69,1.0,"Digital download of ""Behold A Pale Horse"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-BAP-02/behold_a_pale_horse.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-BAP-02/behold_a_pale_horse.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-BAP-02/album_art.png,https://kunaki.com/sales.asp?PID=PX00ZNJH4G&pp=1,,,,,,
Reincarnated.Store,Behold A Pale Horse,Kamikaze,HAWK-BAP-03,digital > Behold A Pale Horse,0.69,1.0,"Digital download of ""Kamikaze"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-BAP-03/kamikaze.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-BAP-03/kamikaze.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-BAP-03/album_art.png,https://kunaki.com/sales.asp?PID=PX00ZNJH4G&pp=1,,,,,,
Reincarnated.Store,Behold A Pale Horse,Whistle Blower,HAWK-BAP-04,digital > Behold A Pale Horse,0.69,1.0,"Digital download of ""Whistle Blower"" by Hawk Eye The Rapper.",https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/audio/HAWK-BAP-04/whistle_blower.mp3,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/video/HAWK-BAP-04/whistle_blower.mp4,https://pub-a56823b59c6247ebba0bb168d783ba17.r2.dev/src/images/HAWK-BAP-04/album_art.png,https://kunaki.com/sales.asp?PID=PX00ZNJH4G&pp=1,,,,,,
